date,open,high,low,close,volume,dividends,stock_splits,ticker,sma_20,sma_50,sma_200,ema_12,ema_26,rsi_14,stochastic_k,stochastic_d,williams_r,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,bb_width,bb_position,atr_14,obv,obv_signal,mfi_14,pivot,resistance,support,local_high,local_low,buy_signal_score,sell_signal_score,signal,signal_strength
2020-12-28 21:00:00,8.124529925842916,8.214893471998918,8.099884681354949,8.20667839050293,138511771,0.0,0.0,GARAN.IS,,,,8.09844714828124,8.03472083808742,,,,,0.06372631019381991,0.04569173442636855,0.018034575767451363,,,,,,0.1660093271302568,25555912,4786591.26669763,,8.245013933869116,8.42300363342822,8.028688690943827,False,False,0.0,0.0,HOLD,0.0
2020-12-29 21:00:00,8.272396712699313,8.527058731556242,8.255967334655793,8.518843650817871,188406544,0.0,0.0,GARAN.IS,,,,8.163123533286875,8.070581787178565,,,,,0.09254174610831001,0.055061736762756844,0.037480009345553164,,,,,,0.18659212898666416,213962456,46621764.213358104,,8.370975538894708,8.674926843479405,8.214892346233174,False,False,0.0,0.0,HOLD,0.0
2020-12-30 21:00:00,8.510627888737526,8.633851739648387,8.428479438230108,8.600992202758789,194474483,0.0,0.0,GARAN.IS,,,,8.230487943974861,8.109871447591916,,,,,0.12061649638294547,0.06817268868679457,0.052443807696150896,,,,,,0.18909615197754617,408436939,118984799.1706865,,8.433956058905729,8.800887883501446,8.23406037816307,False,False,0.0,0.0,HOLD,0.0
2021-01-03 21:00:00,8.551702925577636,8.633852163551557,8.477768768087746,8.485983848571777,131841519,0.0,0.0,GARAN.IS,,,,8.26979500622054,8.137731625442276,72.07787116957522,82.69227019445913,,-17.30772980554088,0.13206338077826452,0.08095082710508857,0.05111255367317595,,,,,,0.18469445110904822,276595420,150506923.33654922,79.63603837338947,8.395620082144449,8.724215929978886,8.15738800073734,False,False,0.0,0.2,HOLD,0.2
2021-01-04 21:00:00,8.453124641398322,8.551703260771008,8.255967402652953,8.288826942443848,200649427,0.0,0.0,GARAN.IS,,,,8.272722996408742,8.148923871146097,62.3595498289945,59.61539628117208,,-40.38460371882792,0.1237991252626447,0.08952048673659979,0.0342786385260449,,,,,,0.1994999720435825,75945993,135594737.2692394,73.05563395468296,8.340854595783451,8.581824510211954,8.047857028015345,False,False,0.0,0.0,HOLD,0.0
2021-01-05 21:00:00,8.379189862010886,8.576347086191573,8.321685867483144,8.543487548828125,225358010,0.0,0.0,GARAN.IS,,,,8.31437908139634,8.178150810233655,66.6666281622476,89.42297857503256,77.24354835022126,-10.577021424967446,0.13622827116268432,0.09886204362181669,0.03736622754086763,,,,,,0.21123599493746822,301304003,168736590.41539153,73.0426017292459,8.477769015678492,8.69957069670119,8.321685867805426,False,False,0.0,0.0,HOLD,0.0
2021-01-06 21:00:00,8.650281252343053,8.699570950168772,8.535273263138324,8.642066955566406,162347598,0.0,0.0,GARAN.IS,,,,8.364792600499428,8.212514969147191,67.9425544974074,93.75002232394652,80.92946572671705,-6.249977676053476,0.15227763135223604,0.10954516116790056,0.042732470184335486,,,,,,0.20497755388319885,463651601,227719592.53231323,73.00590712998837,8.532535102796045,8.809102802939137,8.365499255423318,False,False,0.0,0.0,HOLD,0.0
2021-01-07 21:00:00,8.691356879769458,8.8802998293818,8.600993337262063,8.863869667053223,237594804,0.0,0.0,GARAN.IS,,,,8.441573687661549,8.26076346528838,70.74233217783285,98.50742906525628,93.89347665474513,-1.4925709347437255,0.1808102223731698,0.12379817340895441,0.057012048964215384,,,,,,0.21488807898140394,701246405,322424955.0258506,74.43169810367166,8.666712299695993,9.077457196739033,8.453124770010186,True,False,0.0,0.2,HOLD,0.2
2021-01-10 21:00:00,8.76529028432447,8.839224441533995,8.510628274317572,8.576347351074219,149716522,0.0,0.0,GARAN.IS,,,,8.462308097417345,8.284140049420664,63.52937802205907,63.72532711217572,85.32759283379283,-36.27467288782428,0.17816804799668162,0.13467214832649987,0.04349589967018175,,,,,,0.2333351874819702,551529883,368245940.6206805,75.0690412300496,8.570871527702991,8.88577565275303,8.261443226024182,False,False,0.0,0.0,HOLD,0.0
2021-01-11 21:00:00,8.699571342821427,8.773505501180418,8.584562564992641,8.617422103881836,118236711,0.0,0.0,GARAN.IS,8.31141767501831,,,8.486171790719574,8.30882760901038,59.38860201338948,67.67667355409093,76.63647657717432,-32.32332644590907,0.1773441817091932,0.14320655500303855,0.03413762670615464,8.852980926307222,8.31141767501831,7.769854423729399,1.083126502577823,0.7825195654757227,0.22851158249853412,669766594,428550071.29654443,73.79556446959879,8.606469266915594,8.891252666348045,8.332638704449389,False,False,0.0,0.0,HOLD,0.0
2021-01-12 21:00:00,8.674926753750784,8.724215669625014,8.551702897198819,8.62563705444336,122473499,0.0,0.0,GARAN.IS,8.346330976486206,,,8.507627985138617,8.33229497533875,61.990920752520644,68.68678016632713,66.69626027753125,-31.313219833672868,0.17533300979986777,0.1496318459624044,0.025701163837463376,8.873487061159882,8.346330976486206,7.81917489181253,1.0543121693473516,0.7649178166368428,0.22104507448888894,792240093,501288075.6372355,68.21664777338977,8.672188386047578,8.833748497777584,8.464076942713357,False,False,0.0,0.0,HOLD,0.0
2021-01-13 21:00:00,8.716002177332614,8.716002177332614,8.45312582228218,8.46134090423584,117879322,0.0,0.0,GARAN.IS,8.369743490219117,,,8.50050689576896,8.34185393303483,57.32223263856844,48.4849997116933,61.61615114403711,-51.5150002883067,0.15865296273412888,0.1514360693167493,0.007216893417379577,8.87184013188155,8.369743490219117,7.867646848556683,1.0041932833248666,0.5912149239969479,0.2266225785637616,674360771,535902614.70978844,59.498607770644675,8.598255518633273,8.743385214984366,8.316211207884747,False,False,0.0,0.0,HOLD,0.0
2021-01-14 21:00:00,8.338115858423869,8.403834937989975,8.182033240312668,8.239537239074707,142253685,0.0,0.0,GARAN.IS,8.380422830581665,,,8.460357717815997,8.334274918667413,53.307392820344184,21.212121181315894,46.12796701977877,-78.78787881868409,0.126082799148584,0.14636541528311625,-0.02028261613453225,8.860326102211742,8.380422830581665,7.900519558951589,0.9598065432601528,0.35321459569507035,0.23364725661168295,532107086,535143508.9678308,57.7635851105972,8.420264973640457,8.658496706968245,8.001305505746918,False,False,0.0,0.2,HOLD,0.2
2021-01-17 21:00:00,8.198462195252436,8.3381154279793,8.124528822132199,8.305255889892578,153201267,0.0,0.0,GARAN.IS,8.391512870788574,,,8.43649589813547,8.332125360980388,54.37261031505218,26.31563585828339,32.00425225043086,-73.68436414171661,0.10437053715508249,0.13796643965750952,-0.03359590250242703,8.852395184970014,8.391512870788574,7.9306305566071345,0.9217646283628795,0.4064219018154399,0.23097250317640544,685308353,565176477.7742647,55.67402482635008,8.401096737735065,8.677664653337931,8.028687974289712,False,False,0.0,0.0,HOLD,0.0
2021-01-18 21:00:00,8.379190311906653,8.469554632082856,8.305256153010928,8.338115692138672,116131950,0.0,0.0,GARAN.IS,8.407942628860473,,,8.421360481828271,8.332569089214335,53.12497732599058,28.260791689239028,25.262849576279436,-71.73920831076097,0.08879139261393654,0.12813143024879492,-0.03934003763485838,8.83356756445291,8.407942628860473,7.982317693268037,0.8512498711848728,0.4179712807185418,0.22208266837825508,801440303,612429242.8194118,55.30553343762091,8.395620061298628,8.666711300465057,8.067024452972241,False,False,0.0,0.0,HOLD,0.0
2021-01-19 21:00:00,8.362760836981524,8.362760836981524,8.173817901615408,8.255967140197754,114317512,0.0,0.0,GARAN.IS,8.407531833648681,,,8.395915352346654,8.326894870768662,42.982457033632755,17.391288737561553,23.989238761694654,-82.60871126243845,0.06902048157799179,0.1163092405146343,-0.047288758936642514,8.833756419500435,8.407531833648681,7.981307247796926,0.8524491717035092,0.3222009024326406,0.21766403730996986,687122791,627367952.4555295,48.68031266573551,8.365499379887522,8.606469937642846,8.01499658244243,False,False,0.0,0.0,HOLD,0.0
2021-01-20 21:00:00,8.280611598399178,8.494198991966716,8.23132268199633,8.255967140197754,232206974,0.0,0.0,GARAN.IS,8.410817766189576,,,8.3743848581699,8.321640964800446,40.3669856681004,17.391288737561553,21.01445638812071,-82.60871126243845,0.0527438933694544,0.10359617108559833,-0.05085227771614394,8.830959094811604,8.410817766189576,7.990676437567546,0.8402826572440576,0.31571602762849205,0.22369234033135865,687122791,639318920.1644236,49.41439251396188,8.291564984765555,8.458601147398912,8.088930977564395,False,False,0.0,0.0,HOLD,0.0
2021-01-21 21:00:00,8.214892852000702,8.239537311195399,7.93558636968336,8.009520530700684,209832734,0.0,0.0,GARAN.IS,8.402602910995483,,,8.318251884713098,8.298520932644909,37.60685075176294,7.826093749201354,14.202890408108154,-92.17390625079864,0.019730952068188756,0.08682312728211643,-0.06709217521392767,8.847925910978148,8.402602910995483,7.957279911012818,0.8906459999653302,0.05865475137136337,0.23658413102243,477290057,606913147.5315388,47.974271198531184,8.146435297450253,8.357284225217146,7.798671602933791,False,False,0.0,0.0,HOLD,0.0
2021-01-24 21:00:00,8.058810845233872,8.099884685870128,7.828793263817711,7.845223426818848,129358749,0.0,0.0,GARAN.IS,8.389869880676269,,,8.24547827580629,8.264943339620755,38.26088756040512,1.5625354647522023,8.926639317171704,-98.43746453524778,-0.01946506381446511,0.06556548906280012,-0.08503055287726523,8.883572390115509,8.389869880676269,7.89616737123703,0.9874050188784791,-0.05159376693876395,0.24118510315976166,347931308,555116779.6252311,49.64261061239992,8.056071894201091,8.28335052458447,7.6179447964354665,False,False,0.15,0.0,HOLD,0.15
2021-01-25 21:00:00,7.787717301106096,7.9602300657980996,7.6727093136001985,7.820577621459961,202388501,0.0,0.0,GARAN.IS,8.375083065032959,,,8.180108944368394,8.232027360497733,28.21786901055046,12.244904702986686,7.211177972313414,-87.75509529701331,-0.05191841612933956,0.04206870802437218,-0.09398712415371174,8.918495890455299,8.375083065032959,7.831670239610618,1.0868256508446805,-0.010206437566169192,0.24736318969818027,145542807,473201985.1001849,40.17439708830874,7.995828642342292,8.318947971084384,7.497458292717868,False,False,0.5,0.0,HOLD,0.5
2021-01-26 21:00:00,7.754857937291641,7.795932555217695,7.467337178675616,7.483766555786133,189065479,0.0,0.0,GARAN.IS,8.338937473297118,,,8.072979346124969,8.176600634222801,19.480536449994034,1.1627608912596092,4.990067019666165,-98.83723910874039,-0.10362128809783222,0.012930708799931297,-0.11655199689776352,9.010560492349164,8.338937473297118,7.667314454245072,1.343246038104092,-0.13664503244543758,0.26148015677633557,-43522672,369857053.680148,32.53017750479417,7.815100908809488,8.162864638943361,7.136002825652261,False,False,0.35,0.0,HOLD,0.35
2021-01-27 21:00:00,7.401618671287805,7.713784694671631,7.368759131112309,7.713784694671631,255518336,0.0,0.0,GARAN.IS,8.298684525489808,,,8.017718630516763,8.142317972033826,19.827625246036092,23.463699627186617,12.29045507381097,-76.53630037281337,-0.12459934151706342,-0.014575301263467646,-0.11002404025359577,9.019599411544473,8.298684525489808,7.577769639435143,1.4418297721093296,0.09433503029799707,0.2726195443474004,211995664,338284775.74411845,31.99749876046883,7.774027045659779,8.17929496020725,7.30851678012416,False,True,0.2,0.0,HOLD,0.2
2021-01-28 21:00:00,7.541271866248462,7.763073565202883,7.516626623694347,7.648065567016602,237175665,0.0,0.0,GARAN.IS,8.251038193702698,,,7.960848928439815,8.105706682773292,22.439079224332175,19.883050909094013,14.83650380918008,-80.11694909090598,-0.14485775433347658,-0.04063179187746944,-0.10422596245600715,9.012639475653174,8.251038193702698,7.489436911752223,1.5232025639009512,0.10414153640742825,0.2691298639688851,-25180001,265591820.3952948,40.724877905098246,7.705569794666346,8.042380458220382,7.311254903462563,False,False,0.35,0.0,HOLD,0.35
2021-01-31 21:00:00,7.721998268187019,7.845222119867559,7.6480648972984895,7.787717342376709,162525674,0.0,0.0,GARAN.IS,8.216124868392944,,,7.934213299814721,8.082151916817988,26.72808964359284,30.909011049820005,24.75192052870021,-69.09098895017999,-0.14793861700326705,-0.06209315690262896,-0.0858454601006381,8.996173636102377,8.216124868392944,7.436076100683512,1.5600975354188646,0.22539695993993483,0.25953351178224304,137345673,239942590.91623583,41.46174817533468,7.705568846429039,8.04237856174577,7.450907627059979,False,False,0.2,0.0,HOLD,0.2
2021-02-01 21:00:00,7.837008217404562,7.976661466901668,7.820578838104874,7.960231304168701,173228903,0.0,0.0,GARAN.IS,8.199695086479187,,,7.938216069715333,8.073120760325448,32.91141410660617,43.90241053503814,31.56482416465072,-56.09758946496185,-0.13490469061011545,-0.07665546364412626,-0.05824922696598919,8.987103701058372,8.199695086479187,7.412286471900003,1.574817229158369,0.34794185771102926,0.25012159348127194,310574576,254068987.9329887,47.85465955744295,7.768550634060893,8.168342137009477,7.5604398012201175,False,False,0.0,0.0,HOLD,0.0
2021-02-02 21:00:00,7.993090175419403,8.297041893005371,7.976660797498472,8.297041893005371,188357860,0.0,0.0,GARAN.IS,8.18737280368805,,,7.993420042529184,8.089707510894332,46.124008335136935,82.48177394288595,52.4310651759147,-17.518226057114045,-0.09628746836514779,-0.08058186458833057,-0.01570560377681722,8.95969737692181,8.18737280368805,7.415048230454288,1.5446491464675214,0.5709993525507886,0.26168012619532505,498932436,303041677.54639095,54.301100461529835,7.987614305707684,8.606469480303058,7.678186718409997,False,False,0.0,0.0,HOLD,0.0
2021-02-03 21:00:00,8.30525538343358,8.354545079274544,8.140957703018932,8.14917278289795,141601521,0.0,0.0,GARAN.IS,8.162728095054627,,,8.017382002585917,8.094112345857564,47.79115127096104,69.34299014370869,65.24239154054426,-30.657009856291307,-0.07673034327164707,-0.07981156032499387,0.0030812170533467964,8.904826138947655,8.162728095054627,7.420630051161598,1.4841960877860574,0.4908668994156309,0.25526775953669667,357330915,313899525.0371128,60.17240831008184,8.006781495288946,8.496936366883546,7.659017911303348,False,False,0.2,0.0,HOLD,0.2
2021-02-04 21:00:00,8.239537177275942,8.280611797554995,8.001305319777298,8.017735481262207,136562162,0.0,0.0,GARAN.IS,8.120421385765075,,,8.017436383920732,8.088454800331982,43.19068617353816,57.66424068694445,69.82966825784636,-42.33575931305555,-0.07101841641125084,-0.07805293154224527,0.007034515130994429,8.786833042659602,8.120421385765075,7.45400972887055,1.332823313789052,0.4229561012022326,0.25847292196883,220768753,295273370.62969023,60.65508788315539,8.006781819278414,8.365498741258339,7.659018559282284,False,False,0.0,0.0,HOLD,0.0
2021-02-07 21:00:00,8.067024923201537,8.19024879204816,7.976661379460627,8.083455085754395,149803327,0.0,0.0,GARAN.IS,8.095776772499084,,,8.027593107279756,8.088084451104013,44.06133242002633,63.50370015324546,63.50364366129954,-36.49629984675454,-0.060491343824256916,-0.0745406139986476,0.014049270174390685,8.726707119867761,8.095776772499084,7.464846425130408,1.2618606947373534,0.49023530347202493,0.2524881873846571,370572080,310333112.50375223,55.076122703424346,8.086193001044604,8.351807163984335,7.817840922814664,False,False,0.0,0.0,HOLD,0.0
2021-02-08 21:00:00,8.083454588101086,8.461339685786568,8.050595048451619,8.379190444946289,242762175,0.0,0.0,GARAN.IS,8.083865189552307,,,8.0816850053823,8.109647858055293,52.613237106029366,89.78101353784332,70.31631812601108,-10.218986462156677,-0.027962852672994032,-0.06522506173351689,0.037262209060522855,8.681442576244297,8.083865189552307,7.486287802860318,1.1951547733839796,0.7471021008917473,0.2735890473780293,613334255,370933341.0030018,61.833547740993424,8.27239697607711,8.568133154655747,8.083454266367651,False,False,0.0,0.0,HOLD,0.0
2021-02-09 21:00:00,8.461341086438535,8.461341086438535,8.280613196732983,8.362762451171875,126328276,0.0,0.0,GARAN.IS,8.070721459388732,,,8.124927689349926,8.12839708717504,52.24917129557472,90.97746079494544,81.42072482867808,-9.022539205054558,-0.003469397825114129,-0.05287392895183634,0.04940453112672221,8.628353814837494,8.070721459388732,7.51308910393997,1.1152647108975238,0.7618580045880937,0.2612075596883658,487005979,394147868.6024015,60.17866465002498,8.26692163902368,8.557181898586734,8.072502191608825,True,False,0.0,0.0,HOLD,0.0
2021-02-10 21:00:00,8.346331510590767,8.354546591957215,8.157389339762144,8.165603637695312,115900007,0.0,0.0,GARAN.IS,8.055934596061707,,,8.131185527556909,8.13115312795432,53.35689198136312,72.93224116492746,84.56357183257207,-27.067758835072546,3.239960258838437e-05,-0.04229266324095139,0.042325062843539776,8.584901177193421,8.055934596061707,7.5269680149299925,1.0579331622634287,0.6036634879645617,0.25376296658454783,371105972,389539489.28192127,62.45962351022613,8.201202034531493,8.425742689602359,7.94106298262445,False,False,0.0,0.0,HOLD,0.0
2021-02-11 21:00:00,8.11631324681502,8.272395847350651,8.083453710732089,8.14917278289795,153511688,0.0,0.0,GARAN.IS,8.051416373252868,,,8.133952797609377,8.132487917209405,56.98108421748484,71.42838557613024,78.44602917866773,-28.571614423869754,0.0014648803999719462,-0.03354115451276673,0.035006034912738675,8.575299034080146,8.051416373252868,7.5275337124255906,1.0477653216545555,0.5932999094594112,0.24512018925574983,217594284,355150448.22553706,61.73433356110159,8.195725082932372,8.414788786404117,7.930109079426208,False,False,0.0,0.0,HOLD,0.0
2021-02-14 21:00:00,8.247752059652878,8.264182220742628,8.173817901615408,8.255967140197754,94084359,0.0,0.0,GARAN.IS,8.048951935768127,,,8.152724234930666,8.141634526319653,59.63635726576259,81.20287954239,75.1878354278159,-18.797120457610013,0.011089708611013549,-0.024614981888010676,0.03570469049902422,8.568250450062779,8.048951935768127,7.5296534214734745,1.0385970285893045,0.6993219687050423,0.227772089067607,311678643,346456087.1804297,68.47153594258367,8.255967758362637,8.461340468273654,8.050594430286738,False,False,0.0,0.0,HOLD,0.0
2021-02-15 21:00:00,8.272396985995695,8.338116067207386,7.98487620155286,8.00130558013916,179626893,0.0,0.0,GARAN.IS,8.032111430168152,,,8.129429057270434,8.131239789565543,61.88679964392981,57.89464542620818,70.17530351490946,-42.10535457379182,-0.0018107322951088634,-0.020054131969430317,0.018243399674321453,8.533461070247208,8.032111430168152,7.530761790089096,1.0026992801581116,0.46927707974006483,0.24450112594586287,132051750,303575219.74434376,68.38875830054162,8.149174289376852,8.313472377200844,7.837007492315168,False,False,0.0,0.0,HOLD,0.0
2021-02-16 21:00:00,8.02595130266489,8.050595763733304,7.83700834531828,7.845223426818848,185293465,0.0,0.0,GARAN.IS,8.011574244499206,,,8.085705114124035,8.110053392325046,53.125010628439505,34.78265826162953,57.96006107674257,-65.21734173837048,-0.024348278201010487,-0.020912961215746352,-0.003435316985264135,8.507939913954203,8.011574244499206,7.51520857504421,0.9927313389099934,0.3324311813677504,0.24037929827508436,-53241715,232211832.795475,59.62581603295113,8.012259454698114,8.187510564077948,7.669972317439013,False,False,0.0,0.2,HOLD,0.2
2021-02-17 21:00:00,7.853437934852268,7.910941934290653,7.648065612934338,7.66449499130249,187758541,0.0,0.0,GARAN.IS,7.982000637054443,,,8.020903556766875,8.077049066323376,50.370362089540876,2.0202354653188417,31.56584638438552,-97.97976453468117,-0.05614550955650088,-0.02795947088389726,-0.028186038672603622,8.487453810480321,7.982000637054443,7.476547463628565,1.0109063468517565,0.1859198216127994,0.2433789013525818,-241000256,137569415.03638,50.787076475622065,7.883558890481404,8.119052168028471,7.429001713755422,False,False,0.0,0.0,HOLD,0.0
2021-02-18 21:00:00,7.664494483348569,7.795932635315842,7.557700789016864,7.754858016967773,175234466,0.0,0.0,GARAN.IS,7.969267511367798,,,7.979973473720859,8.053183062667404,49.24243040541863,21.818109319986288,19.54033434897822,-78.18189068001372,-0.07320958894654517,-0.03700949449642684,-0.03620009445011833,8.484537006623155,7.969267511367798,7.453998016112441,1.0305389905107143,0.2919443161546296,0.24269262734543467,-65765790,96902374.029104,43.5995479435604,7.883558291064008,8.209415793111152,7.429000514920631,False,False,0.0,0.0,HOLD,0.0
2021-02-21 21:00:00,7.754858702536631,7.779503945784146,7.549486376073514,7.565916538238525,126629651,0.0,0.0,GARAN.IS,7.955302166938782,,,7.916272406723577,8.017089246043044,40.97744213237248,1.8018399179442413,8.546728234416458,-98.19816008205576,-0.10081683931946728,-0.049770963461034934,-0.051045875858432344,8.49907883476264,7.955302166938782,7.411525499114922,1.0875533356477183,0.14196180919407705,0.2410026196607944,-192395441,39042811.0232832,36.873661586767824,7.817839660506475,8.086192944939436,7.2975632538055635,False,False,0.0,0.0,HOLD,0.0
2021-02-22 21:00:00,7.606990764932504,7.689139221189083,7.524841525242712,7.541271686553955,143332203,0.0,0.0,GARAN.IS,7.9413368701934814,8.14424467086792,,7.858579988235943,7.981843500895704,29.824552470687678,1.7544227452988228,8.458123994409783,-98.24557725470119,-0.12326351265976143,-0.06446947330078023,-0.0587940393589812,8.513297855521055,7.9413368701934814,7.369375884865908,1.1439219706551462,0.1502688173648756,0.2307752964988713,-335727644,-35911279.98137344,28.93297707048268,7.70556965850999,7.8862977917772685,7.360543553286677,False,False,0.2,0.0,HOLD,0.2
2021-02-23 21:00:00,7.483766449221297,7.598775221089949,7.352328300476074,7.352328300476074,165832073,0.0,0.0,GARAN.IS,7.934764957427978,8.132743816375733,,7.7806951131959625,7.935212745309065,29.184543261816984,0.0,1.1854208877476882,-100.0,-0.15451763211310254,-0.0824791050632447,-0.07203852704985785,8.531353275913043,7.934764957427978,7.3381766389429135,1.1931766369701293,0.011860491644469737,0.23286484638087174,-501559717,-129040967.38509876,22.124919900152122,7.538532845080934,7.724737389685794,7.166123755871215,False,False,0.2,0.0,HOLD,0.2
2021-02-24 21:00:00,7.491982197894279,7.51662665712477,7.29482495718388,7.459122657775879,147611241,0.0,0.0,GARAN.IS,7.922031855583191,8.122064456939697,,7.731222427746719,7.8999468128992,35.217395254509,14.084477399980477,5.2796333817597665,-85.91552260001953,-0.16872438515248156,-0.09972816108109209,-0.06899622407138947,8.548596320509464,7.922031855583191,7.295467390656917,1.2531289298525472,0.13059730983803788,0.2313897601888742,-353948476,-174022469.10807902,22.138091559593207,7.516626750091866,7.738428542999853,7.237320864867891,False,False,0.15,0.0,HOLD,0.15
2021-02-25 21:00:00,7.2537507143239965,7.40983412559813,7.21267609117642,7.327684879302978,218008145,0.0,0.0,GARAN.IS,7.90601282119751,8.108099145889282,,7.669139727986143,7.857557040040221,30.672266345709446,9.210539941693098,7.765005780557858,-90.7894600583069,-0.18841731205407797,-0.11746599127568927,-0.0709513207783887,8.576884680960552,7.90601282119751,7.2351409614344675,1.3417437195260842,0.06897287203341444,0.23339733437695212,-571956621,-253609299.48646325,21.659099814325216,7.439954972087848,7.667233852999275,7.100405998391549,False,True,0.15,0.0,HOLD,0.15
2021-02-28 21:00:00,7.467337915849614,7.615206241607666,7.344114049906819,7.615206241607666,194681438,0.0,0.0,GARAN.IS,7.897387266159058,8.098734169006347,,7.6608422685433,7.839605129045216,30.379776287536984,32.2368411029852,18.510619481552926,-67.7631588970148,-0.1787628605019158,-0.12972536512093458,-0.04903749538098123,8.579012976151528,7.897387266159058,7.215761556166588,1.3632514199849401,0.2930088167049118,0.2406138714339836,-377275183,-278342476.1891706,19.158360909166532,7.5056738513243895,7.798671611472359,7.322208481459696,False,False,0.0,0.0,HOLD,0.0
2021-03-01 21:00:00,7.582345569524825,7.664494809719051,7.50841219346988,7.557701110839844,156318198,0.0,0.0,GARAN.IS,7.877260756492615,8.08969778060913,,7.644974398127385,7.818723349918892,29.752055213119988,30.215774856036685,23.887718633571662,-69.78422514396333,-0.17374895179150762,-0.1385300824550492,-0.03521886933645843,8.574662011326456,7.877260756492615,7.179859501658774,1.3948025096676826,0.27089255042356675,0.22934303740934198,-533593381,-329392657.1513365,19.751858717906842,7.478290670578438,7.743905249980457,7.292086531437826,False,False,0.2,0.0,HOLD,0.2
