Date,open,high,low,close,volume,dividends,stock_splits,ticker
2020-10-06 00:00:00+03:00,10.46242895241893,10.569885870129202,10.35497203470866,10.384278297424316,45683972,0.0,0.0,THYAO.IS
2020-10-07 00:00:00+03:00,10.33543522624319,10.423354957257546,10.306128959781542,10.394048690795898,31415112,0.0,0.0,THYAO.IS
2020-10-08 00:00:00+03:00,10.462429251031592,10.511273644704637,10.384278593806446,10.442891120910645,46742221,0.0,0.0,THYAO.IS
2020-10-09 00:00:00+03:00,10.481967513258374,10.569887244466297,10.442892180680342,10.52104377746582,52733028,0.0,0.0,THYAO.IS
2020-10-12 00:00:00+03:00,10.540580170231395,10.608961764095618,10.491735775344374,10.550349235534668,53328915,0.0,0.0,THYAO.IS
2020-10-13 00:00:00+03:00,10.530811130110116,10.54058019543675,10.33543448172418,10.374509811401367,40796229,0.0,0.0,THYAO.IS
2020-10-14 00:00:00+03:00,10.35497313120396,10.481967260295736,10.31589779956894,10.413585662841797,46868280,0.0,0.0,THYAO.IS
2020-10-15 00:00:00+03:00,10.36474146932088,10.423354933741349,10.227978271722133,10.267053604125977,33557241,0.0,0.0,THYAO.IS
2020-10-16 00:00:00+03:00,10.276822010291331,10.452660529003872,10.257283879529187,10.325665473937988,52251870,0.0,0.0,THYAO.IS
2020-10-19 00:00:00+03:00,10.315896707211351,10.45265988763728,10.3061276424297,10.384278297424316,37210569,0.0,0.0,THYAO.IS
2020-10-20 00:00:00+03:00,10.394047999976143,10.423354264490007,10.286590144043052,10.325665473937988,40910116,0.0,0.0,THYAO.IS
2020-10-21 00:00:00+03:00,10.34520313609982,10.384278464224785,10.22797715172492,10.23774528503418,45234810,0.0,0.0,THYAO.IS
2020-10-22 00:00:00+03:00,10.20843915599167,10.296358878335479,10.140057563781738,10.140057563781738,49356633,0.0,0.0,THYAO.IS
2020-10-23 00:00:00+03:00,10.159594386572188,10.257283170370286,10.081443732185424,10.130288124084473,36189352,0.0,0.0,THYAO.IS
2020-10-26 00:00:00+03:00,10.061907053745362,10.061907053745362,9.563695907592773,9.563695907592773,49456544,0.0,0.0,THYAO.IS
2020-10-27 00:00:00+03:00,9.456239799756435,9.485546066281298,9.153405273568122,9.231555938720703,62709906,0.0,0.0,THYAO.IS
2020-10-28 00:00:00+03:00,9.231554757809231,9.231554757809231,8.948258399963379,8.948258399963379,19472391,0.0,0.0,THYAO.IS
2020-10-30 00:00:00+03:00,8.86033924480854,8.899414574877124,8.645425395245999,8.811495780944824,46144275,0.0,0.0,THYAO.IS
2020-11-02 00:00:00+03:00,8.821263427457923,9.671152508224234,8.821263427457923,9.202248573303223,196991763,0.0,0.0,THYAO.IS
2020-11-03 00:00:00+03:00,9.241324366950478,9.446470081724522,9.026409586799252,9.290168762207031,63160435,0.0,0.0,THYAO.IS
2020-11-04 00:00:00+03:00,9.299937668330973,9.690690960433395,9.251093273910836,9.563695907592773,141256942,0.0,0.0,THYAO.IS
2020-11-05 00:00:00+03:00,9.593002079778593,9.759072460239999,9.446469829549978,9.48554515838623,70179463,0.0,0.0,THYAO.IS
2020-11-06 00:00:00+03:00,9.514851422106089,9.583233946291525,9.436700764433583,9.48554515838623,38360065,0.0,0.0,THYAO.IS
2020-11-09 00:00:00+03:00,9.602771643169202,10.433123588562012,9.553927246682088,10.433123588562012,169754770,0.0,0.0,THYAO.IS
2020-11-10 00:00:00+03:00,10.62849961935428,11.400238057362216,10.56011802726159,11.224398612976074,492199736,0.0,0.0,THYAO.IS
2020-11-11 00:00:00+03:00,11.322088352295486,11.771455134469031,10.999716631565486,11.527234077453613,314464729,0.0,0.0,THYAO.IS
2020-11-12 00:00:00+03:00,11.488158284317542,11.869142521721292,11.331856963164274,11.439313888549805,309737637,0.0,0.0,THYAO.IS
2020-11-13 00:00:00+03:00,11.380699720395736,11.468619440990697,11.165785882973948,11.243936538696289,91792880,0.0,0.0,THYAO.IS
2020-11-16 00:00:00+03:00,11.331857418167157,11.917987396026522,11.273243954566523,11.527234077453613,330255564,0.0,0.0,THYAO.IS
2020-11-17 00:00:00+03:00,11.43931382652147,11.517464486674342,11.185323715209961,11.185323715209961,123229374,0.0,0.0,THYAO.IS
2020-11-18 00:00:00+03:00,11.204861906819904,11.527233614605858,11.204861906819904,11.439313888549805,124920917,0.0,0.0,THYAO.IS
2020-11-19 00:00:00+03:00,11.439314262448345,11.634690920275894,11.331857333550541,11.44908332824707,132623148,0.0,0.0,THYAO.IS
2020-11-20 00:00:00+03:00,11.488158401676285,11.83983637786375,11.488158401676285,11.64445972442627,163100970,0.0,0.0,THYAO.IS
2020-11-23 00:00:00+03:00,11.761685153138542,11.908217403290845,11.458850656093304,11.478388786315918,195893990,0.0,0.0,THYAO.IS
2020-11-24 00:00:00+03:00,11.644459258962254,11.761685246338867,11.497927007648821,11.556539535522461,165782232,0.0,0.0,THYAO.IS
2020-11-25 00:00:00+03:00,11.703072195790373,12.074288301269497,11.61515340090766,11.693304061889648,356271129,0.0,0.0,THYAO.IS
2020-11-26 00:00:00+03:00,12.025444956027467,12.074288420903134,11.742148574253482,11.898449897766113,170802463,0.0,0.0,THYAO.IS
2020-11-27 00:00:00+03:00,11.927756044835611,11.937525110365701,11.60538433537757,11.693304061889648,104776691,0.0,0.0,THYAO.IS
2020-11-30 00:00:00+03:00,11.497926902383682,11.497926902383682,11.15601707694346,11.175554275512695,96265267,0.0,0.0,THYAO.IS
2020-12-01 00:00:00+03:00,11.243937919006424,12.25012843367389,11.23416885293455,12.19151496887207,267644029,0.0,0.0,THYAO.IS
2020-12-02 00:00:00+03:00,12.093826787812185,12.347816909284042,11.966831727076258,12.00590705871582,345533792,0.0,0.0,THYAO.IS
2020-12-03 00:00:00+03:00,11.986369019551917,12.103595006263683,11.869142101210825,11.908217430114746,107766796,0.0,0.0,THYAO.IS
2020-12-04 00:00:00+03:00,11.966831493895544,12.025444956027467,11.88868083213923,11.898449897766113,66546373,0.0,0.0,THYAO.IS
2020-12-07 00:00:00+03:00,11.83006760052309,12.12313305363451,11.800761334700766,12.00590705871582,93084059,0.0,0.0,THYAO.IS
2020-12-08 00:00:00+03:00,12.015675808849869,12.230590593035789,11.927756082063384,11.947293281555176,95941440,0.0,0.0,THYAO.IS
2020-12-09 00:00:00+03:00,12.054751456172623,12.162208385274072,11.99613799289858,12.00590705871582,81001143,0.0,0.0,THYAO.IS
2020-12-10 00:00:00+03:00,12.064519470468014,12.093825733736056,11.869141897669563,11.927755355834961,61976930,0.0,0.0,THYAO.IS
2020-12-11 00:00:00+03:00,11.859374225722549,12.132901534000935,11.595615051160667,12.01567554473877,90689563,0.0,0.0,THYAO.IS
2020-12-14 00:00:00+03:00,12.259896652681707,12.474811433266874,12.142670662806895,12.269665718078613,155744880,0.0,0.0,THYAO.IS
2020-12-15 00:00:00+03:00,12.240358014617112,12.396659327972682,12.103594831245646,12.357583999633789,98186303,0.0,0.0,THYAO.IS
2020-12-16 00:00:00+03:00,12.36735352892585,12.738569627896325,12.29897193467291,12.445504188537598,229144220,0.0,0.0,THYAO.IS
2020-12-17 00:00:00+03:00,12.513886921939037,12.89487116095687,12.474811591485173,12.728800773620605,239467030,0.0,0.0,THYAO.IS
2020-12-18 00:00:00+03:00,12.689725296469568,12.943715407298162,12.640880901059553,12.699494361877441,172516211,0.0,0.0,THYAO.IS
2020-12-21 00:00:00+03:00,12.015675890400585,12.103595617783784,11.712841377372834,11.898449897766113,160314717,0.0,0.0,THYAO.IS
2020-12-22 00:00:00+03:00,12.084057521106546,12.347816704010842,12.044982190116581,12.15243911743164,114871438,0.0,0.0,THYAO.IS
2020-12-23 00:00:00+03:00,12.142670983406182,12.338047638356008,12.064520321426253,12.15243911743164,70657434,0.0,0.0,THYAO.IS
2020-12-24 00:00:00+03:00,12.230589917169723,12.640880400118261,12.181745523695348,12.484579086303711,142896439,0.0,0.0,THYAO.IS
2020-12-25 00:00:00+03:00,12.562729971351267,12.611574365712663,12.40642865469827,12.465042114257812,37913565,0.0,0.0,THYAO.IS
2020-12-28 00:00:00+03:00,12.484579278639155,12.504117408981633,12.279433568189786,12.33804702758789,42409803,0.0,0.0,THYAO.IS
2020-12-29 00:00:00+03:00,12.347816160091016,12.797182912495751,12.347816160091016,12.592037200927734,115236351,0.0,0.0,THYAO.IS
2020-12-30 00:00:00+03:00,12.660418942396872,12.88510185541388,12.592037348283755,12.621343612670898,111738589,0.0,0.0,THYAO.IS
2020-12-31 00:00:00+03:00,12.61157443310252,12.787413881091405,12.58226816898082,12.719032287597656,56720032,0.0,0.0,THYAO.IS
2021-01-04 00:00:00+03:00,12.670188707799149,12.670188707799149,12.377123252846987,12.386892318725586,59948726,0.0,0.0,THYAO.IS
2021-01-05 00:00:00+03:00,12.347816149793351,12.504117466737805,12.230590162085008,12.289202690124512,90905126,0.0,0.0,THYAO.IS
2021-01-06 00:00:00+03:00,12.43573578485978,12.513887380259169,12.338047920961992,12.386892318725586,63226286,0.0,0.0,THYAO.IS
2021-01-07 00:00:00+03:00,12.445504850738379,12.465042982495575,12.328278855083393,12.386892318725586,63579108,0.0,0.0,THYAO.IS
2021-01-08 00:00:00+03:00,12.455273139302701,12.660418851803449,12.435735008764848,12.543192863464355,115414243,0.0,0.0,THYAO.IS
2021-01-11 00:00:00+03:00,12.494349018803742,12.601805946604623,12.357584893905855,12.406429290771484,68875132,0.0,0.0,THYAO.IS
2021-01-12 00:00:00+03:00,12.474810694200773,12.689724530424085,12.455272564564492,12.552961349487305,93572479,0.0,0.0,THYAO.IS
2021-01-13 00:00:00+03:00,12.670188158427285,12.973021734497962,12.670188158427285,12.953484535217285,212821900,0.0,0.0,THYAO.IS
2021-01-14 00:00:00+03:00,13.13909232916017,13.354007114433266,12.816720617065211,12.93394660949707,204872119,0.0,0.0,THYAO.IS
2021-01-15 00:00:00+03:00,12.836258319805909,13.080479362127434,12.758107660793367,12.973021507263184,126680673,0.0,0.0,THYAO.IS
2021-01-18 00:00:00+03:00,12.924177543887073,12.963253806327065,12.728800889833972,12.93394660949707,85758145,0.0,0.0,THYAO.IS
2021-01-19 00:00:00+03:00,13.012096958279855,13.314931463503406,13.012096958279855,13.178167343139648,136583768,0.0,0.0,THYAO.IS
2021-01-20 00:00:00+03:00,13.20747464727159,13.20747464727159,12.894871074116537,12.953484535217285,63847022,0.0,0.0,THYAO.IS
2021-01-21 00:00:00+03:00,13.00232901842702,13.13909220920086,12.699494508687549,12.728800773620605,80826627,0.0,0.0,THYAO.IS
2021-01-22 00:00:00+03:00,12.719032779764689,12.806951575531839,12.513887059715923,12.631113052368164,60893846,0.0,0.0,THYAO.IS
2021-01-25 00:00:00+03:00,12.709263806034883,12.777645402669137,12.406429290771484,12.406429290771484,49883614,0.0,0.0,THYAO.IS
2021-01-26 00:00:00+03:00,12.34781609275913,12.455273014754768,12.171976646194148,12.33804702758789,56279923,0.0,0.0,THYAO.IS
2021-01-27 00:00:00+03:00,12.30874042680606,12.357583888066719,11.673765182495117,11.673765182495117,60233746,0.0,0.0,THYAO.IS
2021-01-28 00:00:00+03:00,11.566308928232266,12.05475102194728,11.322087881374758,12.044981956481934,104812968,0.0,0.0,THYAO.IS
2021-01-29 00:00:00+03:00,11.742148836862423,12.054751490878928,11.742148836862423,11.83006763458252,78671542,0.0,0.0,THYAO.IS
2021-02-01 00:00:00+03:00,11.93752467007444,11.966830933954443,11.732378959655762,11.732378959655762,57648479,0.0,0.0,THYAO.IS
2021-02-02 00:00:00+03:00,11.800760495735243,12.035212468904449,11.78122329711914,11.78122329711914,83997753,0.0,0.0,THYAO.IS
2021-02-03 00:00:00+03:00,11.849605333001662,11.937525059136437,11.78122373784322,11.869142532348633,57400171,0.0,0.0,THYAO.IS
2021-02-04 00:00:00+03:00,11.89844967056069,12.005906595516349,11.859374340428692,11.917986869812012,56140686,0.0,0.0,THYAO.IS
2021-02-05 00:00:00+03:00,12.015676098300483,12.18174649031341,11.878911972045898,11.878911972045898,78385058,0.0,0.0,THYAO.IS
2021-02-08 00:00:00+03:00,11.996137588806711,12.005906654294877,11.742148407519915,11.869142532348633,51144469,0.0,0.0,THYAO.IS
2021-02-09 00:00:00+03:00,11.898449523388352,12.054750841983052,11.849605128420173,11.888680458068848,64999932,0.0,0.0,THYAO.IS
2021-02-10 00:00:00+03:00,11.947292554137219,12.015675077268401,11.85937376433309,11.927755355834961,58398059,0.0,0.0,THYAO.IS
2021-02-11 00:00:00+03:00,11.937525059136437,11.97660038945974,11.859374398489829,11.869142532348633,39509847,0.0,0.0,THYAO.IS
2021-02-12 00:00:00+03:00,11.820299266898171,11.878911797553883,11.693304208304957,11.722610473632812,37789731,0.0,0.0,THYAO.IS
2021-02-15 00:00:00+03:00,11.859374091283769,12.142670461696536,11.84960502604866,12.113363265991211,105680942,0.0,0.0,THYAO.IS
2021-02-16 00:00:00+03:00,12.14267094866194,12.171977213913214,11.820299236009799,11.898449897766113,63693207,0.0,0.0,THYAO.IS
2021-02-17 00:00:00+03:00,11.917986869812012,12.142670716793024,11.839836209548015,11.917986869812012,66650589,0.0,0.0,THYAO.IS
2021-02-18 00:00:00+03:00,11.957061937318294,12.338047096459318,11.947292872092522,11.986369132995605,128555316,0.0,0.0,THYAO.IS
