Date,open,high,low,close,volume,dividends,stock_splits,ticker
2020-10-05 00:00:00-04:00,110.80228173280487,113.46752627225055,110.45210275141814,113.32161712646484,106243800,0.0,0.0,AAPL
2020-10-06 00:00:00-04:00,112.54345067949198,112.9519978108433,109.18757711311163,110.07275390625,161498200,0.0,0.0,AAPL
2020-10-07 00:00:00-04:00,111.49290414731489,112.39753189463039,111.01626713656741,111.94035339355469,96849000,0.0,0.0,AAPL
2020-10-08 00:00:00-04:00,113.0784517020909,113.22436086595617,111.46373648547903,111.8333740234375,83477200,0.0,0.0,AAPL
2020-10-09 00:00:00-04:00,112.13491304534423,113.80798894197643,111.7847340241306,113.77880859375,100506900,0.0,0.0,AAPL
2020-10-12 00:00:00-04:00,116.78448940909738,121.76480690611335,116.02577075981998,121.00608825683594,240226800,0.0,0.0,AAPL
2020-10-13 00:00:00-04:00,121.8523509831308,121.96907978641414,116.38568190119372,117.7961196899414,262330500,0.0,0.0,AAPL
2020-10-14 00:00:00-04:00,117.69885586154554,119.67347184273211,116.35650794568298,117.88367462158203,150712000,0.0,0.0,AAPL
2020-10-15 00:00:00-04:00,115.48104948176437,117.8933852834975,114.92660067544894,117.41675567626953,112559200,0.0,0.0,AAPL
2020-10-16 00:00:00-04:00,117.97122507402565,118.23386306147651,115.56861068687554,115.77288055419922,115393800,0.0,0.0,AAPL
2020-10-19 00:00:00-04:00,116.68723954016163,117.13468888800898,112.50455698180666,112.81582641601562,120639300,0.0,0.0,AAPL
2020-10-20 00:00:00-04:00,113.0297966240417,115.73395813213436,112.4753478178989,114.30406188964844,124423700,0.0,0.0,AAPL
2020-10-21 00:00:00-04:00,113.48697818121386,115.47132328298426,113.27297908868262,113.68152618408203,89946000,0.0,0.0,AAPL
2020-10-22 00:00:00-04:00,114.24568088033355,114.81958813206634,111.46370790853541,112.5920639038086,101988000,0.0,0.0,AAPL
2020-10-23 00:00:00-04:00,113.21461859214486,113.37025699470568,111.16218354117096,111.90145111083984,82572600,0.0,0.0,AAPL
2020-10-26 00:00:00-04:00,110.89955881245987,113.37026292295224,109.80038294532771,111.91118621826172,111850700,0.0,0.0,AAPL
2020-10-27 00:00:00-04:00,112.33916701816054,114.08033262151682,111.41508815584027,113.41888427734375,92276800,0.0,0.0,AAPL
2020-10-28 00:00:00-04:00,111.9111991601691,112.28082929645379,108.06895894073497,108.16622924804688,143937800,0.0,0.0,AAPL
2020-10-29 00:00:00-04:00,109.30429841508608,113.73988906858685,109.138930754146,112.17381286621094,146129200,0.0,0.0,AAPL
2020-10-30 00:00:00-04:00,108.03002105163316,108.93464877317763,104.78114762621877,105.89004516601562,190272600,0.0,0.0,AAPL
2020-11-02 00:00:00-05:00,106.13321807788486,107.66038441516727,104.39205268090426,105.802490234375,122866900,0.0,0.0,AAPL
2020-11-03 00:00:00-05:00,106.66823748036964,108.44830541372347,105.7636096297727,107.42695617675781,107624400,0.0,0.0,AAPL
2020-11-04 00:00:00-05:00,111.02600479592498,112.43644258276989,109.28483911084726,111.81390380859375,138235500,0.0,0.0,AAPL
2020-11-05 00:00:00-05:00,114.73205582071998,116.35650010587017,113.68152628924997,115.7825927734375,126387100,0.0,0.0,AAPL
2020-11-06 00:00:00-05:00,115.29052521485966,116.14799095011887,113.1565957663913,115.65105438232422,114457900,0.205,0.0,AAPL
2020-11-09 00:00:00-05:00,117.41472698776981,118.86657505737031,113.07866742947716,113.34175109863281,154515300,0.0,0.0,AAPL
2020-11-10 00:00:00-05:00,112.59144977903753,114.57921088296683,111.20780194427195,113.00069427490234,138023400,0.0,0.0,AAPL
2020-11-11 00:00:00-05:00,114.18948120165986,116.56700262766775,113.45868412753177,116.43058776855469,112295000,0.0,0.0,AAPL
2020-11-12 00:00:00-05:00,116.55724363092018,117.44394006005354,115.5341249324846,116.1577377319336,103162300,0.0,0.0,AAPL
2020-11-13 00:00:00-05:00,116.38186588950428,116.6059728165846,114.85206439758592,116.20647430419922,81581900,0.0,0.0,AAPL
2020-11-16 00:00:00-05:00,115.8751546907103,117.8921538375377,115.12487314428873,117.2198257446289,91183000,0.0,0.0,AAPL
2020-11-17 00:00:00-05:00,116.48904444010537,117.5803631991879,115.91414693604456,116.33313751220703,74271000,0.0,0.0,AAPL
2020-11-18 00:00:00-05:00,115.57310124972858,116.75211942679815,114.97871914080206,115.00794982910156,76322100,0.0,0.0,AAPL
2020-11-19 00:00:00-05:00,114.57922948779476,116.01159288995271,113.81920174805022,115.60234832763672,74113000,0.0,0.0,AAPL
2020-11-20 00:00:00-05:00,115.60233477250766,115.72900356959502,114.28690172841969,114.33561706542969,73604300,0.0,0.0,AAPL
2020-11-23 00:00:00-05:00,114.17972274018632,114.60845935593927,110.83754418732941,110.93498229980469,127959300,0.0,0.0,AAPL
2020-11-24 00:00:00-05:00,110.9934577345429,112.8837810182729,109.7072478105703,112.22119140625,113874200,0.0,0.0,AAPL
2020-11-25 00:00:00-05:00,112.59145244287018,113.760724582734,112.22117723247423,113.05915832519531,76499200,0.0,0.0,AAPL
2020-11-27 00:00:00-05:00,113.58533560344574,114.48177809334693,113.24429850772803,113.60482025146484,46691300,0.0,0.0,AAPL
2020-11-30 00:00:00-05:00,113.97508586515107,117.8726693370055,113.81917895793265,116.0018310546875,169410200,0.0,0.0,AAPL
2020-12-01 00:00:00-05:00,117.91164950975933,120.30866252291607,116.93725361331916,119.57786560058594,127728200,0.0,0.0,AAPL
2020-12-02 00:00:00-05:00,118.89580031413836,120.21124090192977,117.79473547645512,119.92866516113281,89004200,0.0,0.0,AAPL
2020-12-03 00:00:00-05:00,120.35738030969706,120.61072532946784,119.08092403824773,119.792236328125,78967600,0.0,0.0,AAPL
2020-12-04 00:00:00-05:00,119.46095595882962,119.71430101700255,118.40860642554382,119.11991882324219,78260400,0.0,0.0,AAPL
2020-12-07 00:00:00-05:00,119.17837220495473,121.38050924323434,119.11991082393762,120.58150482177734,86712000,0.0,0.0,AAPL
2020-12-08 00:00:00-05:00,121.18562729875275,121.78000942455122,119.93839423484614,121.19536590576172,82225500,0.0,0.0,AAPL
2020-12-09 00:00:00-05:00,121.34153047949344,122.7251709901087,117.9019138516176,118.66194152832031,115089200,0.0,0.0,AAPL
2020-12-10 00:00:00-05:00,117.41472117824993,120.69843846339406,117.07368405582885,120.08456420898438,81312200,0.0,0.0,AAPL
2020-12-11 00:00:00-05:00,119.29530252010173,119.61685498411975,117.46344071723955,119.27581787109375,86939800,0.0,0.0,AAPL
